"playernum","Game","whyplay","Weekly_Hours","Gender","Age","Work","Degree","Residence","Playstyle","GAD_T","SWL_T","SPIN_T","Residence_ISO3","motivation","occupation","styleofplay"
6374,"League of Legends","improving",7,"Female",25,"Employed","Bachelor (or equivalent)","USA","Multiplayer - online - with strangers",4,24,4,"USA","improving","Employed","Multiplayer - online - with strangers"
6375,"League of Legends","having fun and winning equally important, willing to lose if having fun...etc",45,"Male",18,"Student at school","High school diploma (or equivalent)","Germany","Multiplayer - online - with real life friends",18,8,NA,"DEU","Other","Student","Multiplayer - online - with real life friends"
6376,"League of Legends","improving",32,"Male",18,"Employed","High school diploma (or equivalent)","USA","Multiplayer - online - with real life friends",1,33,15,"USA","improving","Employed","Multiplayer - online - with real life friends"
6377,"League of Legends","improving",10,"Male",18,"Student at college / university","High school diploma (or equivalent)","UK","Multiplayer - online - with strangers",21,20,47,"GBR","improving","Student","Multiplayer - online - with strangers"
6378,"League of Legends","having fun",41,"Male",19,"Student at college / university","High school diploma (or equivalent)","Germany","Multiplayer - online - with real life friends",3,15,17,"DEU","having fun","Student","Multiplayer - online - with real life friends"
6379,"League of Legends","having fun",13,"Male",18,"Student at college / university","High school diploma (or equivalent)","Finland","Multiplayer - online - with strangers",3,27,16,"FIN","having fun","Student","Multiplayer - online - with strangers"
6380,"League of Legends","improving",35,"Male",18,"Employed","None","UK","Multiplayer - online - with real life friends",1,30,0,"GBR","improving","Employed","Multiplayer - online - with real life friends"
6381,"League of Legends","having fun",31,"Male",18,"Student at college / university","High school diploma (or equivalent)","UK","Multiplayer - online - with online acquaintances or teammates",11,15,21,"GBR","having fun","Student","Multiplayer - online - with online acquaintances or teammates"
6382,"League of Legends","having fun",13,"Male",18,"Student at school","None","Netherlands","Multiplayer - online - with real life friends",3,29,25,"NLD","having fun","Student","Multiplayer - online - with real life friends"
6384,"League of Legends","improving",60,"Male",20,"Student at college / university","High school diploma (or equivalent)","Germany","Multiplayer - online - with real life friends",4,20,22,"DEU","improving","Student","Multiplayer - online - with real life friends"
6385,"Diablo 3","improving",60,"Male",30,"Unemployed / between jobs","Bachelor (or equivalent)","Belgium","Multiplayer - online - with real life friends",3,12,7,"BEL","improving","Unemployed","Multiplayer - online - with real life friends"
6386,"League of Legends","having fun",11,"Male",18,"Student at college / university","High school diploma (or equivalent)","Norway","Multiplayer - online - with real life friends",1,22,5,"NOR","having fun","Student","Multiplayer - online - with real life friends"
6387,"Counter Strike","winning",18,"Male",18,"Student at school","None","Slovenia","Multiplayer - online - with real life friends",2,20,32,"SVN","winning","Student","Multiplayer - online - with real life friends"
6389,"Other","improving",17,"Male",20,"Student at college / university","High school diploma (or equivalent)","Ireland","Multiplayer - online - with strangers",1,30,4,"IRL","improving","Student","Multiplayer - online - with strangers"
6390,"League of Legends","winning",65,"Male",19,"Student at college / university","None","Puerto Rico","Multiplayer - online - with real life friends",1,25,7,"PRI","winning","Student","Multiplayer - online - with real life friends"
6391,"League of Legends","having fun",24,"Male",26,"Employed","High school diploma (or equivalent)","UK","Multiplayer - online - with online acquaintances or teammates",0,16,17,"GBR","having fun","Employed","Multiplayer - online - with online acquaintances or teammates"
6392,"League of Legends","having fun",25,"Female",23,"Employed","Bachelor (or equivalent)","Canada","Multiplayer - online - with online acquaintances or teammates",3,20,6,"CAN","having fun","Employed","Multiplayer - online - with online acquaintances or teammates"
6393,"League of Legends","having fun",15,"Male",19,"Employed","High school diploma (or equivalent)","USA","Multiplayer - online - with strangers",20,8,32,"USA","having fun","Employed","Multiplayer - online - with strangers"
6394,"League of Legends","having fun",12,"Male",21,"Student at college / university","Bachelor (or equivalent)","Canada","Multiplayer - online - with strangers",7,22,37,"CAN","having fun","Student","Multiplayer - online - with strangers"
6395,"League of Legends","improving",34,"Female",18,"Student at college / university","None","Belgium","Multiplayer - online - with real life friends",4,16,29,"BEL","improving","Student","Multiplayer - online - with real life friends"
6396,"Other","having fun",11,"Female",22,"Employed","Bachelor (or equivalent)","UK","Singleplayer",4,29,16,"GBR","having fun","Employed","Singleplayer"
6397,"Starcraft 2","improving",43,"Male",18,"Student at college / university","High school diploma (or equivalent)","Belgium","Multiplayer - online - with strangers",3,12,32,"BEL","improving","Student","Multiplayer - online - with strangers"
6398,"Hearthstone","All, depends on mood",26,"Male",22,"Student at college / university","High school diploma (or equivalent)","Germany","Multiplayer - online - with online acquaintances or teammates",3,22,9,"DEU","Other","Student","Multiplayer - online - with online acquaintances or teammates"
6399,"Other","improving",45,"Male",22,"Employed","High school diploma (or equivalent)","USA","Multiplayer - online - with real life friends",4,13,14,"USA","improving","Employed","Multiplayer - online - with real life friends"
6400,"League of Legends","improving",25,"Male",19,"Employed","High school diploma (or equivalent)","USA","Multiplayer - online - with online acquaintances or teammates",6,11,9,"USA","improving","Employed","Multiplayer - online - with online acquaintances or teammates"
6401,"League of Legends","having fun",95,"Male",19,"Student at college / university","High school diploma (or equivalent)","Australia","Multiplayer - online - with real life friends",15,20,45,"AUS","having fun","Student","Multiplayer - online - with real life friends"
6402,"League of Legends","having fun",15,"Male",19,"Student at college / university","High school diploma (or equivalent)","USA","Multiplayer - online - with real life friends",1,32,6,"USA","having fun","Student","Multiplayer - online - with real life friends"
6403,"League of Legends","having fun",12,"Male",22,"Employed","Bachelor (or equivalent)","Netherlands","Multiplayer - online - with real life friends",3,21,4,"NLD","having fun","Employed","Multiplayer - online - with real life friends"
6404,"League of Legends","improving",14,"Male",19,"Student at college / university","High school diploma (or equivalent)","Ukraine","Multiplayer - online - with real life friends",4,26,39,"UKR","improving","Student","Multiplayer - online - with real life friends"
6405,"League of Legends","improving",21,"Male",20,"Student at college / university","High school diploma (or equivalent)","Spain","Multiplayer - online - with strangers",6,11,28,"ESP","improving","Student","Multiplayer - online - with strangers"
6406,"League of Legends","winning",25,"Male",20,"Student at college / university","High school diploma (or equivalent)","Germany","Multiplayer - online - with strangers",4,17,17,"DEU","winning","Student","Multiplayer - online - with strangers"
6407,"Other","improving",55,"Male",18,"Student at school","High school diploma (or equivalent)","Finland","Multiplayer - online - with real life friends",0,17,19,"FIN","improving","Student","Multiplayer - online - with real life friends"
6408,"League of Legends","improving",40,"Male",24,"Employed","Master (or equivalent)","Portugal","Multiplayer - online - with online acquaintances or teammates",2,26,32,"PRT","improving","Employed","Multiplayer - online - with online acquaintances or teammates"
6409,"Diablo 3","having fun",12,"Male",19,"Student at college / university","High school diploma (or equivalent)","Sweden","Singleplayer",11,5,44,"SWE","having fun","Student","Singleplayer"
6410,"League of Legends","improving",40,"Male",27,"Employed","Master (or equivalent)","Italy","Multiplayer - online - with real life friends",11,8,33,"ITA","improving","Employed","Multiplayer - online - with real life friends"
6411,"League of Legends","having fun",36,"Male",18,"Student at college / university","Bachelor (or equivalent)","France","Multiplayer - online - with real life friends",4,20,39,"FRA","having fun","Student","Multiplayer - online - with real life friends"
